0,030000;0,142500>1,000000;0,000000;0,000000
0,017500;0,180000>1,000000;0,000000;0,000000
0,022500;0,190000>1,000000;0,000000;0,000000
0,112500;0,122500>1,000000;0,000000;0,000000
0,185000;0,075000>1,000000;0,000000;0,000000
0,212500;0,065000>1,000000;0,000000;0,000000
0,195000;0,095000>1,000000;0,000000;0,000000
0,145000;0,160000>1,000000;0,000000;0,000000
0,077500;0,247500>1,000000;0,000000;0,000000
0,050000;0,290000>1,000000;0,000000;0,000000
0,070000;0,277500>1,000000;0,000000;0,000000
0,197500;0,160000>1,000000;0,000000;0,000000
0,265000;0,087500>1,000000;0,000000;0,000000
0,220000;0,140000>1,000000;0,000000;0,000000
0,147500;0,237500>1,000000;0,000000;0,000000
0,092500;0,325000>1,000000;0,000000;0,000000
0,075000;0,380000>1,000000;0,000000;0,000000
0,067500;0,442500>1,000000;0,000000;0,000000
0,075000;0,482500>1,000000;0,000000;0,000000
0,107500;0,480000>1,000000;0,000000;0,000000
0,142500;0,452500>1,000000;0,000000;0,000000
0,157500;0,422500>1,000000;0,000000;0,000000
0,155000;0,407500>1,000000;0,000000;0,000000
0,070000;0,520000>1,000000;0,000000;0,000000
0,045000;0,575000>1,000000;0,000000;0,000000
0,125000;0,477500>1,000000;0,000000;0,000000
0,140000;0,475000>1,000000;0,000000;0,000000
0,115000;0,570000>1,000000;0,000000;0,000000
0,132500;0,582500>1,000000;0,000000;0,000000
0,200000;0,557500>1,000000;0,000000;0,000000
0,212500;0,595000>1,000000;0,000000;0,000000
0,235000;0,607500>1,000000;0,000000;0,000000
0,315000;0,555000>1,000000;0,000000;0,000000
0,332500;0,590000>1,000000;0,000000;0,000000
0,367500;0,600000>1,000000;0,000000;0,000000
0,445000;0,555000>1,000000;0,000000;0,000000
0,462500;0,587500>1,000000;0,000000;0,000000
0,515000;0,587500>1,000000;0,000000;0,000000
0,580000;0,560000>1,000000;0,000000;0,000000
0,620000;0,572500>1,000000;0,000000;0,000000
0,717500;0,535000>1,000000;0,000000;0,000000
0,725000;0,577500>1,000000;0,000000;0,000000
0,737500;0,602500>1,000000;0,000000;0,000000
0,832500;0,547500>1,000000;0,000000;0,000000
0,845000;0,567500>1,000000;0,000000;0,000000
0,890000;0,552500>1,000000;0,000000;0,000000
0,940000;0,515000>1,000000;0,000000;0,000000
0,957500;0,482500>1,000000;0,000000;0,000000
0,990000;0,410000>1,000000;0,000000;0,000000
0,982500;0,382500>1,000000;0,000000;0,000000
0,985000;0,300000>1,000000;0,000000;0,000000
0,982500;0,252500>1,000000;0,000000;0,000000
0,975000;0,190000>1,000000;0,000000;0,000000
0,972500;0,150000>1,000000;0,000000;0,000000
0,927500;0,150000>1,000000;0,000000;0,000000
0,920000;0,117500>1,000000;0,000000;0,000000
0,890000;0,165000>1,000000;0,000000;0,000000
0,877500;0,240000>1,000000;0,000000;0,000000
0,837500;0,397500>1,000000;0,000000;0,000000
0,805000;0,497500>1,000000;0,000000;0,000000
0,812500;0,477500>1,000000;0,000000;0,000000
0,837500;0,362500>1,000000;0,000000;0,000000
0,872500;0,220000>1,000000;0,000000;0,000000
0,885000;0,122500>1,000000;0,000000;0,000000
0,867500;0,062500>1,000000;0,000000;0,000000
0,810000;0,047500>1,000000;0,000000;0,000000
0,722500;0,055000>1,000000;0,000000;0,000000
0,625000;0,080000>1,000000;0,000000;0,000000
0,527500;0,100000>1,000000;0,000000;0,000000
0,417500;0,117500>1,000000;0,000000;0,000000
0,327500;0,127500>1,000000;0,000000;0,000000
0,277500;0,122500>1,000000;0,000000;0,000000
0,282500;0,127500>1,000000;0,000000;0,000000
0,400000;0,142500>1,000000;0,000000;0,000000
0,550000;0,157500>1,000000;0,000000;0,000000
0,690000;0,170000>1,000000;0,000000;0,000000
0,867500;0,160000>1,000000;0,000000;0,000000
0,977500;0,157500>1,000000;0,000000;0,000000
0,370000;0,260000>0,000000;1,000000;0,000000
0,287500;0,260000>0,000000;1,000000;0,000000
0,225000;0,272500>0,000000;1,000000;0,000000
0,207500;0,282500>0,000000;1,000000;0,000000
0,335000;0,280000>0,000000;1,000000;0,000000
0,515000;0,270000>0,000000;1,000000;0,000000
0,680000;0,267500>0,000000;1,000000;0,000000
0,752500;0,297500>0,000000;1,000000;0,000000
0,772500;0,322500>0,000000;1,000000;0,000000
0,720000;0,337500>0,000000;1,000000;0,000000
0,587500;0,330000>0,000000;1,000000;0,000000
0,447500;0,330000>0,000000;1,000000;0,000000
0,287500;0,357500>0,000000;1,000000;0,000000
0,192500;0,395000>0,000000;1,000000;0,000000
0,192500;0,422500>0,000000;1,000000;0,000000
0,355000;0,432500>0,000000;1,000000;0,000000
0,562500;0,427500>0,000000;1,000000;0,000000
0,675000;0,437500>0,000000;1,000000;0,000000
0,687500;0,452500>0,000000;1,000000;0,000000
0,600000;0,477500>0,000000;1,000000;0,000000
0,437500;0,495000>0,000000;1,000000;0,000000
0,317500;0,515000>0,000000;1,000000;0,000000
0,855000;0,735000>0,000000;0,000000;1,000000
0,652500;0,785000>0,000000;0,000000;1,000000
0,372500;0,820000>0,000000;0,000000;1,000000
0,102500;0,912500>0,000000;0,000000;1,000000
0,062500;0,975000>0,000000;0,000000;1,000000
0,722500;0,975000>0,000000;0,000000;1,000000
0,847500;0,930000>0,000000;0,000000;1,000000
0,260000;0,925000>0,000000;0,000000;1,000000
0,165000;0,812500>0,000000;0,000000;1,000000
0,090000;0,717500>0,000000;0,000000;1,000000
0,980000;0,702500>0,000000;0,000000;1,000000
0,827500;0,630000>0,000000;0,000000;1,000000
0,585000;0,620000>0,000000;0,000000;1,000000
0,152500;0,650000>0,000000;0,000000;1,000000
0,137500;0,615000>0,000000;0,000000;1,000000
0,165000;0,637500>1,000000;0,000000;0,000000
0,245000;0,630000>1,000000;0,000000;0,000000
0,402500;0,642500>1,000000;0,000000;0,000000
0,800000;0,690000>1,000000;0,000000;0,000000
0,987500;0,675000>1,000000;0,000000;0,000000
0,812500;0,735000>1,000000;0,000000;0,000000
0,557500;0,697500>1,000000;0,000000;0,000000
0,267500;0,695000>1,000000;0,000000;0,000000
0,155000;0,672500>1,000000;0,000000;0,000000
0,832500;0,592500>1,000000;0,000000;0,000000
0,625000;0,585000>1,000000;0,000000;0,000000
0,360000;0,577500>1,000000;0,000000;0,000000
0,305000;0,695000>1,000000;0,000000;0,000000
0,410000;0,700000>1,000000;0,000000;0,000000
0,545000;0,700000>1,000000;0,000000;0,000000
0,707500;0,685000>1,000000;0,000000;0,000000
0,847500;0,685000>1,000000;0,000000;0,000000
